plane,x,y,code,A_pf,K_pf,maxeig_pf,A_co,F_co,K_co,maxeig_co
phi_RB,0.08578947368421053,6.0,1,0.594767186847892,1.6823665362527485,0.7416064813677917,0.5947671868478921,1.0125230101803387e-20,1.6823665362527485,0.7416064813677917
phi_RB,0.09052631578947369,6.0,1,0.5941756706522205,1.680757132825449,0.741355569299859,0.5941756706522205,1.031249260454449e-21,1.680757132825449,0.741355569299859
phi_RB,0.09526315789473684,6.0,1,0.5935859203876979,1.6791524139323335,0.7411051642113522,0.5935859203876966,1e-12,1.6791524139323335,0.7411051642093589
phi_RB,0.1,6.0,1,0.5929979266894522,1.6775523551744707,0.7408552638159334,0.592997926689451,-1.5982117164108478e-20,1.6775523551744709,0.7408552638159339
phi_RB,0.01,6.526315789473684,1,0.8156676078184596,1.7075342644840985,0.6850808307292481,0.8156676078184606,-2.7781327373378346e-21,1.7075342644840985,0.6850808307292476
phi_RB,0.01473684210526316,6.526315789473684,1,0.8145365735820284,1.705265330822149,0.6846485215002228,0.8145365735820295,4.7550348265640084e-21,1.7052653308221488,0.6846485215002223
phi_RB,0.019473684210526317,6.526315789473684,1,0.8134102663231851,1.703005622498995,0.6842174383372841,0.8134102663231829,2.628456485564799e-20,1.7030056224989951,0.6842174383372854
phi_RB,0.024210526315789474,6.526315789473684,1,0.8122886509484173,1.7007550722680496,0.6837875734575386,0.8122886509484187,-1.3272237934467814e-20,1.7007550722680496,0.6837875734575376
phi_RB,0.02894736842105263,6.526315789473684,1,0.8111716927449488,1.6985136136029353,0.6833589191556545,0.8111716927449505,-3.003447769688686e-20,1.6985136136029353,0.6833589191556533
phi_RB,0.03368421052631579,6.526315789473684,1,0.8100593573752513,1.6962811806872427,0.6829314678028158,0.8100593573752516,-2.3968128147085458e-20,1.6962811806872427,0.6829314678028157
phi_RB,0.03842105263157895,6.526315789473684,1,0.8089516108716815,1.6940577084044728,0.6825052118456857,0.8089516108716815,3.714814129975697e-20,1.6940577084044728,0.6825052118456857
phi_RB,0.04315789473684211,6.526315789473684,1,0.807848419631211,1.6918431323281578,0.6820801438053837,0.8078484196312112,-2.3955622896823953e-20,1.6918431323281578,0.6820801438053835
phi_RB,0.04789473684210527,6.526315789473684,1,0.806749750410259,1.6896373887121543,0.6816562562764783,0.806749750410259,4.914810739551021e-21,1.6896373887121543,0.6816562562764783
phi_RB,0.052631578947368425,6.526315789473684,1,0.8056555703195852,1.6874404144811093,0.6812335419260148,0.8056555703195858,-2.057065988002149e-20,1.6874404144811093,0.6812335419260145
phi_RB,0.05736842105263158,6.526315789473684,1,0.8045658468193112,1.685252147221091,0.680811993492535,0.8045658468193095,1.8170587456711603e-20,1.685252147221091,0.6808119934925357
phi_RB,0.06210526315789474,6.526315789473684,1,0.8034805477139981,1.6830725251703844,0.680391603785135,0.8034805477139998,-3.2078907289341913e-20,1.6830725251703844,0.6803916037851341
phi_RB,0.0668421052631579,6.526315789473684,1,0.8023996411478382,1.6809014872104473,0.6799723656825193,0.8023996411478402,-9.879300581520849e-21,1.6809014872104473,0.6799723656825183
phi_RB,0.07157894736842106,6.526315789473684,1,0.801323095599904,1.678738972857021,0.679554272132091,0.8013230955999032,-2.524700773717765e-20,1.6787389728570212,0.6795542721320919
phi_RB,0.07631578947368421,6.526315789473684,1,0.8002508798794918,1.6765849222513969,0.6791373161490433,0.800250879879492,5.190356395378512e-22,1.6765849222513969,0.6791373161490432
phi_RB,0.08105263157894736,6.526315789473684,1,0.7991829631215581,1.6744392761518307,0.6787214908154666,0.7991829631215591,1.0933085263009183e-20,1.6744392761518307,0.6787214908154661
phi_RB,0.08578947368421053,6.526315789473684,1,0.7981193147822158,1.6723019759251079,0.6783067892794756,0.7981193147822141,1.273311044943609e-20,1.6723019759251079,0.6783067892794762
phi_RB,0.09052631578947369,6.526315789473684,1,0.7970599046343103,1.670172963538247,0.6778932047543541,0.7970599046343092,-1.8023411305833427e-20,1.670172963538247,0.677893204754355
phi_RB,0.09526315789473684,6.526315789473684,1,0.7960047027630842,1.6680521815503508,0.6774807305177031,0.7960047027630837,2.0025549875832963e-20,1.6680521815503506,0.6774807305177034
phi_RB,0.1,6.526315789473684,1,0.7949536795619103,1.665939573104591,0.6770693599106083,0.794953679561912,-2.0737114428271624e-20,1.665939573104591,0.6770693599106077
phi_RB,0.01,7.052631578947368,1,1.0279518884333494,1.7062925757056022,0.6333857040804352,1.0279518884333494,-2.444380142794963e-20,1.7062925757056022,0.6333857040804352
phi_RB,0.01473684210526316,7.052631578947368,1,1.0261554024727277,1.7034439008222255,0.6327530096264709,1.0261554024727286,6.036923043796293e-21,1.7034439008222255,0.6327530096264709
phi_RB,0.019473684210526317,7.052631578947368,1,1.0243683663428855,1.700609776479882,0.6321225726190624,1.0243683663428855,6.0475786487378815e-21,1.700609776479882,0.6321225726190624
phi_RB,0.024210526315789474,7.052631578947368,1,1.0225906918579541,1.697790069515387,0.6314943750522536,1.0225906918579541,-1.836737243196826e-20,1.697790069515387,0.6314943750522537
phi_RB,0.02894736842105263,7.052631578947368,1,1.0208222920332535,1.6949846485547098,0.6308683991453189,1.0208222920332535,1.036957513500436e-20,1.6949846485547098,0.6308683991453189
phi_RB,0.03368421052631579,7.052631578947368,1,1.0190630810636443,1.6921933839810923,0.6302446273389261,1.0190630810636443,-4.2620416640257787e-20,1.6921933839810923,0.6302446273389261
phi_RB,0.03842105263157895,7.052631578947368,1,1.0173129743024174,1.6894161479038707,0.6296230422913695,1.0173129743024174,2.159722131245856e-21,1.6894161479038707,0.6296230422913695
phi_RB,0.04315789473684211,7.052631578947368,1,1.0155718882397693,1.6866528141281172,0.6290036268753251,1.0155718882397693,9.779891665254493e-13,1.6866528141281172,0.6290036268662298
phi_RB,0.04789473684210527,7.052631578947368,1,1.013839740524621,1.6839032581236941,0.6283863641623978,1.013839740524621,-2.6127953675907882e-21,1.6839032581236941,0.6283863641623978
phi_RB,0.052631578947368425,7.052631578947368,1,1.0121164497736967,1.6811673569994796,0.6277712374656166,1.0121164497736967,-1.7908345757034935e-20,1.6811673569994796,0.6277712374656166
phi_RB,0.05736842105263158,7.052631578947368,1,1.0104019358234781,1.6784449894702285,0.6271582302643676,1.010401935823477,4.995075996224809e-20,1.6784449894702285,0.6271582302643685
phi_RB,0.06210526315789474,7.052631578947368,1,1.0086961195185076,1.6757360358316413,0.6265473262514013,1.0086961195185076,-2.963467622484973e-20,1.6757360358316413,0.6265473262514013
phi_RB,0.0668421052631579,7.052631578947368,1,1.0069989227445395,1.6730403779323313,0.6259385093161212,1.0069989227445395,-5.28261793178211e-21,1.6730403779323313,0.6259385093161212
phi_RB,0.07157894736842106,7.052631578947368,1,1.0053102684105006,1.6703578991471144,0.6253317635413415,1.0053102684105004,-7.571163749910297e-21,1.6703578991471144,0.6253317635413415
phi_RB,0.07631578947368421,7.052631578947368,1,1.0036300803457294,1.6676884843526352,0.624727073222803,1.0036300803457296,8.464174085562872e-21,1.6676884843526352,0.624727073222803
phi_RB,0.08105263157894736,7.052631578947368,1,1.0019582835884842,1.6650320198955977,0.6241244227846282,1.0019582835884835,-1.0508954139256943e-19,1.665032019895598,0.624124422784628
phi_RB,0.08578947368421053,7.052631578947368,1,1.000294803954643,1.66238839357598,0.6235237968864937,1.0002948039546438,4.3532354790874265e-21,1.66238839357598,0.6235237968864936
phi_RB,0.09052631578947369,7.052631578947368,1,0.9986395682708992,1.659757494617623,0.6229251803542811,0.9986395682708975,2.310939673339464e-20,1.6597574946176232,0.6229251803542819
phi_RB,0.09526315789473684,7.052631578947368,1,0.9969925043021833,1.657139213645344,0.6223285581921217,0.9969925043021838,2.154894554941393e-20,1.6571392136453438,0.6223285581921209
phi_RB,0.1,7.052631578947368,1,0.995353540735775,1.6545334426614537,0.6217339155795428,0.9953535407357753,-4.4805596183817564e-20,1.6545334426614537,0.6217339155795427
phi_RB,0.01,7.578947368421053,1,1.24132354923443,1.7050497372744555,0.6956518031761908,1.24132354923443,1.4049639278199734e-20,1.7050497372744555,0.6956518031761908
